frame_idx,time_s,TIPL_present,TIPL_x,TIPL_y,TIPL_w,TIPL_h,TIPL_conf,TIPL_area,TIPR_present,TIPR_x,TIPR_y,TIPR_w,TIPR_h,TIPR_conf,TIPR_area,TIPandCircle_present,TIPandCircle_x,TIPandCircle_y,TIPandCircle_w,TIPandCircle_h,TIPandCircle_conf,TIPandCircle_area,dist_TIPL_TIPR,dist_TIPL_CIRCLE,dist_TIPR_CIRCLE,iou_TIPL_TIPR,mask_iou_TIPL_TIPR,mask_overlap_area_TIPL_TIPR,mask_overlap_frac_TIPL_TIPR,tip_pair_dropped_this_frame,time_since_both_present,TIPL_track_state,TIPR_track_state,dist_TIPL_TIPR_tracked,TIPL_speed,TIPR_speed,TIPandCircle_speed,label_collision,label_near_miss,label_severity,dist_TIPL_TIPR_smooth,dist_TIPL_TIPR_delta,dist_TIPL_TIPR_rollmin_1s,iou_TIPL_TIPR_rollmax_1s,mask_iou_TIPL_TIPR_rollmax_1s,mask_overlap_frac_TIPL_TIPR_rollmax_1s,combined_tip_speed
120,1.963,1,724.4163208007812,420.1126708984375,122.4324951171875,186.5697021484375,0.3280503749847412,3587.0,1,1171.4307861328125,324.79071044921875,214.6142578125,96.577880859375,0.9667252898216248,3569.0,0,0.0,0.0,0.0,0.0,0.0,0.0,457.0647747967067,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,457.0647747967067,14.515727966425596,4.730815869732806,0.0,0,0,0,457.6899148528687,-2.2661172838224957,457.0647747967067,0.0,0.0,0.0,19.246543836158402
132,2.159,1,723.923583984375,419.6694641113281,121.961669921875,187.00311279296875,0.3129904866218567,3453.0,1,1171.8485107421875,325.39202880859375,214.12060546875,95.264892578125,0.9656684994697571,3246.0,0,0.0,0.0,0.0,0.0,0.0,0.0,457.7389810997671,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,457.7389810997671,3.375929285529086,3.729625470730898,0.0,0,0,0,456.95250563750847,-0.7374092153602305,457.0647747967067,0.0,0.0,0.0,7.105554756259984
144,2.356,1,723.57080078125,413.3504638671875,121.7255859375,172.71728515625,0.3759765028953552,3255.0,1,1171.116455078125,325.669677734375,215.1064453125,94.218505859375,0.9644334316253662,3217.0,0,0.0,0.0,0.0,0.0,0.0,0.0,456.0537610160516,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,456.0537610160516,32.238551773715386,3.9882249431813643,0.0,0,0,0,458.1272277292721,1.1747220917636128,456.0537610160516,0.0,0.0,0.0,36.22677671689675
156,2.552,1,723.0941162109375,433.49822998046875,121.5029296875,212.8145751953125,0.27798768877983093,3853.0,1,1170.7752685546875,325.221923828125,218.985595703125,97.6185302734375,0.9710922837257385,3545.0,0,0.0,0.0,0.0,0.0,0.0,0.0,460.5889410719975,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,460.5889410719975,102.65965563392149,2.8675228543183153,0.0,0,0,0,461.34360939008803,3.216381660815955,456.0537610160516,0.0,0.0,0.0,105.5271784882398
168,2.748,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1171.9271240234375,324.91192626953125,216.03369140625,96.6202392578125,0.9664283990859985,3313.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1,0.19631279923396106,1,0,467.3881260822149,0.0,6.07622602433651,0.0,0,0,0,461.32445826088104,-0.019151129206989026,456.0537610160516,0.0,0.0,0.0,6.07622602433651
180,2.945,1,723.6871337890625,412.4919128417969,125.0576171875,171.02484130859375,0.3404434323310852,3621.0,1,1171.2822265625,325.3640441894531,217.3837890625,96.43609619140625,0.9722381830215454,3586.0,0,0.0,0.0,0.0,0.0,0.0,0.0,455.9963076284305,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,455.9963076284305,53.52347408626576,4.011930926034228,0.0,0,0,0,460.3092631674387,-1.015195093442344,455.9963076284305,0.0,0.0,0.0,57.53540501229999
192,3.141,1,723.6517333984375,417.95294189453125,123.601318359375,180.891845703125,0.30444905161857605,3498.0,1,1171.884521484375,326.1199951171875,217.302001953125,95.0838623046875,0.9685330390930176,3269.0,0,0.0,0.0,0.0,0.0,0.0,0.0,457.54335579167076,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,457.54335579167076,27.818582445915453,4.923525503510381,0.0,0,0,0,456.41876868327313,-3.890494484165572,455.9963076284305,0.0,0.0,0.0,32.74210794942584
204,3.337,1,723.3330688476562,412.8886413574219,122.8885498046875,169.94049072265625,0.33301976323127747,3447.0,1,1170.616943359375,325.6258544921875,217.775390625,95.568359375,0.9680004715919495,3337.0,0,0.0,0.0,0.0,0.0,0.0,0.0,455.7166426297182,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,455.7166426297182,25.848118052079077,6.930208402912613,0.0,0,0,0,457.15132983711237,0.7325611538392423,455.7166426297182,0.0,0.0,0.0,32.77832645499169
216,3.534,1,723.4779052734375,428.8232421875,122.23681640625,204.3638916015625,0.3052736222743988,3570.0,1,1169.802001953125,325.20599365234375,217.39111328125,95.144775390625,0.9711942672729492,3651.0,0,0.0,0.0,0.0,0.0,0.0,0.0,458.19399108994804,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,458.19399108994804,81.17279728516,4.669793400352076,0.0,0,0,0,458.84635001748205,1.6950201803696814,455.7166426297182,0.0,0.0,0.0,85.84259068551208
228,3.73,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1170.51025390625,325.1058349609375,217.345947265625,95.61962890625,0.9654257893562317,3487.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1,0.19631279923396106,1,0,462.62841633277986,0.0,3.643669470739936,0.0,0,0,0,460.59730105969476,1.750951042212705,455.7166426297182,0.0,0.0,0.0,3.643669470739936
240,3.926,1,722.5567626953125,433.5162048339844,122.69873046875,213.47491455078125,0.2861986458301544,4023.0,1,1170.510009765625,324.74688720703125,216.62548828125,96.268310546875,0.9666391015052795,3569.0,0,0.0,0.0,0.0,0.0,0.0,0.0,460.96949575635637,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,460.96949575635637,12.180841071976321,1.8284484676180657,0.0,0,0,0,461.5740704527315,0.9767693930367614,455.7166426297182,0.0,0.0,0.0,14.009289539594386
252,4.123,1,722.99365234375,435.3138427734375,121.78564453125,215.8370361328125,0.3210096061229706,3821.0,1,1170.8702392578125,325.57696533203125,215.490478515625,94.5660400390625,0.9644291996955872,3322.0,0,0.0,0.0,0.0,0.0,0.0,0.0,461.12429926905827,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,461.12429926905827,9.423563563583045,4.609342396881783,0.0,0,0,0,459.2405353193985,-2.3335351333330436,455.7166426297182,0.0,0.0,0.0,14.032905960464827
264,4.319,1,723.4561767578125,416.75946044921875,123.03271484375,179.3326416015625,0.4181187152862549,3584.0,1,1169.81591796875,325.3281555175781,217.94970703125,95.39056396484375,0.9689891934394836,3766.0,0,0.0,0.0,0.0,0.0,0.0,0.0,455.6278109327807,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,455.6278109327807,94.54374047562854,5.518142056094966,0.0,0,0,0,458.1889277721278,-1.0516075472706916,455.6278109327807,0.0,0.0,0.0,100.06188253172351
276,4.515,1,723.0050048828125,415.12176513671875,121.412353515625,176.721923828125,0.32178282737731934,3300.0,1,1171.9708251953125,325.545166015625,213.335693359375,94.92608642578125,0.9665461778640747,3156.0,0,0.0,0.0,0.0,0.0,0.0,0.0,457.8146731145444,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,457.8146731145444,8.653057691329622,11.032427431626525,0.0,0,0,0,456.5713736828234,-1.6175540893044058,455.6278109327807,0.0,0.0,0.0,19.685485122956145
288,4.712,1,723.4931640625,416.85565185546875,122.810302734375,180.98114013671875,0.30474287271499634,3282.0,1,1170.506103515625,325.4049072265625,215.559814453125,95.68109130859375,0.9663477540016174,3339.0,0,0.0,0.0,0.0,0.0,0.0,0.0,456.271637001145,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,456.271637001145,9.175635470065718,7.4952922594702285,0.0,0,0,0,561.2096492223956,104.63827553957219,455.6278109327807,0.0,0.0,0.0,16.670927729535947
300,4.908,1,665.3865356445312,905.9907836914062,397.357177734375,347.3836669921875,0.34772711992263794,20013.0,1,1171.21435546875,326.047607421875,216.18017578125,95.116943359375,0.9675989747047424,3619.0,0,0.0,0.0,0.0,0.0,0.0,0.0,769.5426375514971,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,769.5426375514971,2509.130429188742,4.871772653780244,0.0,0,0,0,561.2888232274446,0.07917400504902616,455.6278109327807,0.0,0.0,0.0,2514.002201842522
312,5.104,1,723.3926391601562,421.58099365234375,122.8360595703125,189.031005859375,0.3723069131374359,3410.0,1,1171.37109375,326.0450439453125,215.34375,94.2059326171875,0.9691784977912903,3273.0,0,0.0,0.0,0.0,0.0,0.0,0.0,458.05219512969165,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,458.05219512969165,2485.1687107166736,0.7985176894695822,0.0,0,0,0,562.4765962035239,1.187772976079259,455.6278109327807,0.0,0.0,0.0,2485.967228406143
324,5.3,1,723.0479736328125,424.38787841796875,122.4874267578125,195.987060546875,0.3259401023387909,3415.0,1,1172.193115234375,325.81390380859375,215.63671875,94.6253662109375,0.9679114818572998,3249.0,0,0.0,0.0,0.0,0.0,0.0,0.0,459.8349559293827,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,459.8349559293827,14.405412407464553,4.349690541344638,0.0,0,0,0,459.12538840735164,-103.35120779617222,456.271637001145,0.0,0.0,0.0,18.755102948809192
336,5.497,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1170.8284912109375,325.63702392578125,218.626220703125,95.189453125,0.968593180179596,3361.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1,0.1963127992339606,1,0,459.48901416298054,0.0,7.0094242029788685,0.0,0,0,0,547.3915221417166,88.26613373436493,456.271637001145,0.0,0.0,0.0,7.0094242029788685
348,5.693,1,733.4449462890625,900.8900756835938,262.072021484375,349.5657958984375,0.28209343552589417,17306.0,1,1170.2052001953125,324.9096374511719,214.872802734375,96.444580078125,0.966313362121582,3472.0,0,0.0,0.0,0.0,0.0,0.0,0.0,722.8505963327863,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,722.8505963327863,1213.9188409249336,4.879485256519856,0.0,0,0,0,546.7179831361042,-0.6735390056123833,458.05219512969165,0.0,0.0,0.0,1218.7983261814536
360,5.889,1,724.1527099609375,417.512451171875,123.9814453125,181.5609130859375,0.3345881402492523,3578.0,1,1172.638671875,325.56512451171875,217.14208984375,95.898193359375,0.9700560569763184,3279.0,0,0.0,0.0,0.0,0.0,0.0,0.0,457.81433891254585,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,457.81433891254585,2462.737697471453,12.837715516860467,0.0,0,0,0,546.0474933731712,-0.6704897629330162,457.81433891254585,0.0,0.0,0.0,2475.5754129883135
372,6.086,1,723.8034057617188,417.234619140625,123.7491455078125,181.58154296875,0.3607710599899292,3594.0,1,1172.089599609375,325.99212646484375,217.423828125,94.7459716796875,0.9666014313697815,3248.0,0,0.0,0.0,0.0,0.0,0.0,0.0,457.47754487418115,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,457.47754487418115,2.273528895991137,3.5431477492914407,0.0,0,0,0,457.9838643483938,-88.06362902477736,457.47754487418115,0.0,0.0,0.0,5.816676645282578
384,6.282,1,723.8768310546875,421.9385986328125,122.50634765625,191.357177734375,0.3229300379753113,3597.0,1,1172.1500244140625,324.882568359375,218.279052734375,97.55810546875,0.9715092182159424,3472.0,0,0.0,0.0,0.0,0.0,0.0,0.0,458.6597092584545,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,458.6597092584545,23.964573528511718,5.660365559719302,0.0,0,0,0,557.2322026889483,99.24833834055448,457.47754487418115,0.0,0.0,0.0,29.62493908823102
396,6.478,1,689.5244750976562,907.2412719726562,345.4617919921875,337.6170654296875,0.3066616654396057,16579.0,1,1171.9075927734375,325.71185302734375,218.162353515625,96.08984375,0.9680742025375366,3320.0,0,0.0,0.0,0.0,0.0,0.0,0.0,755.5593539342091,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,755.5593539342091,2478.274361658617,4.401110418839034,0.0,0,0,0,557.3105231736237,0.07832048467537334,457.47754487418115,0.0,0.0,0.0,2482.675472077456
408,6.675,1,723.52294921875,420.7029113769531,122.274169921875,185.61102294921875,0.32190731167793274,3459.0,1,1171.164306640625,325.2149353027344,216.06884765625,95.95806884765625,0.9678606390953064,3414.0,0,0.0,0.0,0.0,0.0,0.0,0.0,457.71250632820755,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,457.71250632820755,2484.4268623414814,4.554428240876653,0.0,0,0,0,657.5355545871333,100.22503141350967,457.47754487418115,0.0,0.0,0.0,2488.9812905823583
420,6.871,1,695.2101440429688,916.0738525390625,477.44970703125,319.388427734375,0.2694905996322632,23327.0,1,1172.409423828125,325.4215087890625,212.14501953125,95.5318603515625,0.9634042978286743,3316.0,0,0.0,0.0,0.0,0.0,0.0,0.0,759.3348034989835,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,759.3348034989835,2527.4938217924046,6.429213225351121,0.0,0,0,0,559.6566934661386,-97.87886112099477,457.47754487418115,0.0,0.0,0.0,2533.923035017756
432,7.067,1,723.15283203125,431.1100769042969,121.6923828125,208.84075927734375,0.27164721488952637,3564.0,1,1172.91650390625,325.8233947753906,219.63720703125,94.94964599609375,0.9676963090896606,3360.0,0,0.0,0.0,0.0,0.0,0.0,0.0,461.9227705712244,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,461.9227705712244,2474.459702657424,3.2958927315400386,0.0,0,0,0,559.729515653916,0.0728221877774331,457.71250632820755,0.0,0.0,0.0,2477.7555953889637
444,7.264,1,723.0440063476562,423.6634826660156,123.091796875,194.84112548828125,0.30451905727386475,3405.0,1,1170.20263671875,324.9217224121094,215.25830078125,96.41259765625,0.9624617695808411,3371.0,0,0.0,0.0,0.0,0.0,0.0,0.0,457.93097289154,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,457.93097289154,37.93634150499001,14.567240096513263,0.0,0,0,0,459.3592416578222,-100.37027399609377,457.71250632820755,0.0,0.0,0.0,52.50358160150327
456,7.46,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1171.7314453125,323.74456787109375,206.98681640625,100.5833740234375,0.975302517414093,3585.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1,0.1963127992339615,1,0,458.2239815107023,0.0,9.828673316548732,0.0,0,0,0,559.5235317746098,100.16429011678753,457.71250632820755,0.0,0.0,0.0,9.828673316548732
468,7.656,1,424.0576171875,473.1875915527344,108.167724609375,169.37591552734375,0.41215071082115173,1364.0,1,1172.281982421875,326.77069091796875,208.3203125,92.57635498046875,0.9498043060302734,3282.0,0,0.0,0.0,0.0,0.0,0.0,0.0,762.4156409215869,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,762.4156409215869,771.8809556901359,15.66782457169879,0.0,0,0,0,670.7679940861526,111.24446231154286,457.93097289154,0.0,0.0,0.0,787.5487802618347
480,7.853,1,392.1812744140625,475.1506652832031,120.8548583984375,165.40338134765625,0.42760002613067627,1276.0,1,1170.103759765625,328.28656005859375,210.3486328125,91.243896484375,0.9007088541984558,3621.0,1,641.9306640625,402.1576232910156,72.47216796875,145.23052978515625,0.6553665995597839,962.0,791.6643598261685,260.1975053858901,533.31393475861,0.0,0.0,0.0,0.0,0,0.0,0,0,791.6643598261685,162.68288513031524,13.51808643023052,0.0,0,0,0,796.1545708685131,125.38657678236052,457.93097289154,0.0,0.0,0.0,176.20097156054575
492,8.049,1,344.8592529296875,450.16448974609375,105.758056640625,158.7938232421875,0.6409701704978943,1125.0,1,1170.133544921875,327.20709228515625,211.4619140625,92.2159423828125,0.9283504486083984,3234.0,0,0.0,0.0,0.0,0.0,0.0,0.0,834.3837118577839,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,834.3837118577839,272.59245508351773,5.500805969481181,0.0,0,0,0,835.4336660502548,39.279095181741695,457.93097289154,0.0,0.0,0.0,278.0932610529989
504,8.245,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1172.345947265625,327.42901611328125,211.83251953125,96.9068603515625,0.946666419506073,3275.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1,0.1963127992339615,1,0,880.2529264668123,0.0,11.326337206207354,0.0,0,0,0,879.2868696369002,43.85320358664535,458.2239815107023,0.0,0.0,0.0,11.326337206207354
516,8.441,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1170.78515625,330.23876953125,206.580078125,93.4833984375,0.9613490700721741,3512.0,1,1537.0013427734375,141.31658935546875,181.387451171875,128.5084228515625,0.3489629328250885,934.0,-1.0,-1.0,412.0750968381122,0.0,0.0,0.0,0.0,0,0.392625598467923,1,0,923.2239705861048,0.0,16.372613170092404,1583.023570710677,0,0,0,923.8545161478775,44.56764651097728,762.4156409215869,0.0,0.0,0.0,16.372613170092404
528,8.638,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1170.0576171875,332.9598693847656,205.05517578125,88.41900634765625,0.9698370099067688,3124.0,1,1527.215087890625,139.114013671875,204.2880859375,128.36532592773438,0.8452240824699402,3212.0,-1.0,-1.0,406.37135068323454,0.0,0.0,0.0,0.0,0,0.5889383977018827,1,0,968.0866513907154,0.0,14.34792847419513,51.09732031172383,0,0,0,968.6061055663858,44.75158941850839,791.6643598261685,0.0,0.0,0.0,14.34792847419513
540,8.834,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1169.9365234375,333.22607421875,204.715087890625,86.774658203125,0.9729798436164856,2947.0,1,1527.4696044921875,138.939697265625,204.520751953125,128.09103393554688,0.8082664012908936,3479.0,-1.0,-1.0,406.9116615655412,0.0,0.0,0.0,0.0,0,0.7852511969358442,1,0,1014.5076947223373,0.0,1.4897292499625825,1.5714110574317306,0,0,0,1014.9190182310666,46.312912664680766,834.3837118577839,0.0,0.0,0.0,1.4897292499625825
552,9.03,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1170.382080078125,333.1865234375,206.880126953125,87.5054931640625,0.9739780426025391,3070.0,1,1527.629638671875,139.3292999267578,204.2880859375,128.6405029296875,0.8870938420295715,3777.0,-1.0,-1.0,406.4559523841282,0.0,0.0,0.0,0.0,0,0.9815639961698057,1,0,1062.1627085801472,0.0,2.278550367030434,2.1455054738531034,0,0,0,1062.24422204478,47.3252038137133,880.2529264668123,0.0,0.0,0.0,2.278550367030434
564,9.227,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1170.490478515625,333.52490234375,206.43994140625,87.4537353515625,0.9743421077728271,2905.0,1,1527.5870361328125,139.5008544921875,204.882568359375,128.58047485351562,0.9154431819915771,4009.0,-1.0,-1.0,406.402857527787,0.0,0.0,0.0,0.0,0,1.1778767954037672,1,0,1110.0622628318556,0.0,1.8099557071044943,0.9004263963518986,0,0,0,837.0569425881862,-225.18727945659373,923.2239705861048,0.0,0.0,0.0,1.8099557071044943
576,9.423,1,835.7627563476562,274.88916015625,265.6275634765625,84.2720947265625,0.28473833203315735,3984.0,1,1169.6298828125,333.3445739746094,209.73583984375,88.73138427734375,0.9654172658920288,2785.0,1,1476.599853515625,118.30521392822266,216.56396484375,124.13041687011719,0.8195883631706238,4001.0,338.9458563525561,659.6898644992284,374.79659721325777,0.0,0.0,0.0,0.0,0,0.0,0,0,338.9458563525561,379.31874938923767,4.479003258395199,281.27192852043834,0,0,0,574.9985218010304,-262.0584207871558,338.9458563525561,0.0,0.0,0.0,383.7977526476329
588,9.619,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1169.448486328125,331.745849609375,207.56298828125,86.6328125,0.9627685546875,2735.0,1,1312.62548828125,77.94474601745605,207.044677734375,115.78567886352539,0.9653877019882202,1167.0,-1.0,-1.0,291.4011909254338,0.0,0.0,0.0,0.0,1,0.1963127992339615,1,0,275.98744621867945,0.0,8.196013609374598,860.2010142163414,0,0,0,317.5196299441596,-257.4788918568708,275.98744621867945,0.0,0.0,0.0,8.196013609374598
600,9.816,1,836.7166137695312,278.36749267578125,263.5897216796875,89.64654541015625,0.6300801038742065,3940.0,1,1170.068115234375,331.9194641113281,208.3193359375,87.53668212890625,0.9557210206985474,2761.0,1,1198.276611328125,51.59700393676758,202.3681640625,103.19400787353516,0.9593557715415955,1154.0,337.6255872612432,426.7909164889776,281.7381779776912,0.0,0.0,0.0,0.0,0,0.0,0,0,337.6255872612432,9.18623083956481,3.277891304782341,597.7454669695434,0,0,0,317.68091602556683,0.16128608140724054,275.98744621867945,0.0,0.0,0.0,12.46412214434715
612,10.012,1,833.71728515625,277.2514114379883,269.43994140625,91.23252868652344,0.7967157959938049,3978.0,1,1168.6324462890625,332.42718505859375,207.701171875,87.873046875,0.9587715864181519,2735.0,1,1187.377685546875,49.70997619628906,200.82373046875,99.41995239257812,0.9591151475906372,1218.0,339.42971459677784,420.53630468285326,283.33796812591964,0.0,0.0,0.0,0.0,0,0.0,0,0,339.42971459677784,16.301797339251756,7.757018337068637,56.344153368043116,0,0,0,338.69086549618487,21.00994947061804,275.98744621867945,0.0,0.0,0.0,24.058815676320393
